REGION,DISTRICT,TRANSACTION_DATE,AMOUNT,METER_NUMBER,ACCOUNT_NUMBER,TRANSACTION_ID,TELCO,METRE_TYPE,METER_MAKE,Channels,PAYMENT_CHANNEL,Payment_Completed,Recharge_Fulfilled,Status,Status_Description,SPN,rechargeSource,Tracker
CENTRAL,Cape-Coast ,06-04-1999,20,P201134095,751675536,2DhNnFTHWrAA,mtn,KAIFA,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205308574,mobile-app,1
ACCRA WEST,Bortianor ,23-04-1999,30,P19300551,745961760,nY2DqZ3n6pya,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204725461,mobile-app,1
TEMA,South Tema ,06-04-1999,50,P191049144,712714916,2MTertJqPctr,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201294773,mobile-app,1
ACCRA WEST,Amasaman ,25-04-1999,40,P191148784,728065276,WzachtCA8xhX,mtn,CLOU,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202835868,mobile-app,1
ACCRA EAST,Mampong ,06-04-1999,10,P181127001,744765833,2RFa8bpQpHKB,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204599409,mobile-app,1
ACCRA EAST,Dodowa ,06-04-1999,50,P161127493,746717393,2s9X2ZCp42QA,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204800319,mobile-app,1
ACCRA EAST,Adenta ,06-04-1999,100,15304920,702249437,2XbPFsZx2tAb,mtn,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200226433,mobile-app,1
TEMA,Prampram ,06-04-1999,40,P161206184,731161550,2zwBGpEyw5k4,vodafone,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203158127,mobile-app,1
WESTERN,Tarkwa ,07-07-1999,100,281094544,707446316,4r2qWB64BwQp,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,mobile-app,1
ASHANTI EAST,Ejisu ,07-07-1999,220,201224814,719623801,4r8f5kynbk,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,staffportal,1
TEMA,Nungua ,06-04-1999,10,P191134763,752232647,35Bctzn7c7pt,ECG,CLOU NEW,PREPAID,MOBILE APP,PowerApp Balance,1,1,success,,205361221,mobile-app,1
ACCRA WEST,Bortianor ,06-04-1999,30,P161180204,729099921,2zmzawjGCM3a,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202990795,mobile-app,1
ACCRA EAST,Dodowa ,06-04-1999,30,P201241569,737242025,344JZcbJfGrH,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203787798,mobile-app,1
ACCRA WEST,Ablekuma ,15-04-1999,50,P191123348,728769601,CRByddA4c3S2,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202985074,mobile-app,1
ACCRA EAST,Dodowa ,15-04-1999,5,P201221018,749044677,CRG2wfRw25Z7,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205041849,mobile-app,1
ACCRA EAST,Adenta ,15-04-1999,100,P191218229,713220667,Ctmxn2FAQFap,vodafone,Aimir,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201346538,mobile-app,1
ACCRA EAST,Teshie ,15-04-1999,5,P191040110,728859771,cYGe9PRCg3EJ,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203042650,mobile-app,1
TEMA,Afienya ,15-04-1999,10,P191137070,749244941,czTcyGmMccpJ,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205063474,mobile-app,1
TEMA,South Tema ,15-04-1999,50,P191063364,712718974,CZtt8A2jpFgt,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201295551,mobile-app,1
ACCRA EAST,Legon ,03-05-1999,30,P15309759,736147859,259h59TxHTfN,mtn,Aimir,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203665692,mobile-app,1
TEMA,Nungua ,15-04-1999,19,P191125750,749432183,d3KrCEfseK9f,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205084855,mobile-app,1
TEMA,Prampram ,19-02-1999,200,P171026578,743912768,25m7Dx2Wm7,mtn,KAMSTRUP 2,PREPAID,MOBILE APP,mobilemoney,1,0,unknown,,204510130,mobile-app,1
ACCRA EAST,Dodowa ,15-04-1999,10,P201116803,713766839,D73jT4mPJdpk,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201395229,mobile-app,1
CENTRAL,Winneba ,15-04-1999,50,P201138217,747487324,d83YGb3N23MH,mtn,KAIFA,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204876341,mobile-app,1
TEMA,Nungua ,15-04-1999,100,P191122056,749587732,D9aydsfpgYHT,vodafone,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205101631,mobile-app,1
ACCRA WEST,Bortianor ,15-04-1999,20,P191036701,729259539,DAezXdWnB4hP,vodafone,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202939023,mobile-app,1
TEMA,Afienya ,15-04-1999,1000,P19316671,731795347,dE88mnmm4yhf,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203226787,mobile-app,1
ACCRA EAST,Teshie ,15-04-1999,50,P181134574,728866462,dEHjyG6FcqQf,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203048824,mobile-app,1
TEMA,South Tema ,15-04-1999,47,P191044499,712404849,dgEWfTCPsDGm,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201261790,mobile-app,1
TEMA,Afienya ,15-04-1999,50,P191103262,749914542,dGW4gmEBYdHx,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205136764,mobile-app,1
ACCRA WEST,Achimota ,19-02-1999,20,P20310152,733649385,25qnb3PsAF,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,0,unknown,,203284644,mobile-app,1
TEMA,Afienya ,19-02-1999,20,P161167024,737325509,26BFnTdJeC,ECG,MBH POWER,PREPAID,MOBILE APP,PowerApp Balance,1,0,unknown,,203797243,mobile-app,1
TEMA,Afienya ,03-05-1999,30,P16335225,736969456,2XrWbkpd5qGg,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203757778,mobile-app,1
VOLTA,Sogakope ,04-05-1999,727,13304007,715710088,7001689118,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
WESTERN,Half Assini ,04-05-1999,200,101118610,709860111,7001689119,AfrifanomPosAgent,POSTPAID,NON-SLT,POS,OLTPV,1,1,completed,,,oltpv,1
ACCRA EAST,Makola ,04-05-1999,400,221365865,700825608,7001689120,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
WESTERN,Tarkwa ,04-05-1999,690,121107610,704755287,7001689121,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
ASHANTI SOUTH,Bekwai ,04-05-1999,100,201292788,752861969,7001689122,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
WESTERN,Tarkwa ,04-05-1999,600,991058752,704120965,7001689123,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
ASHANTI EAST,Kwabre ,04-05-1999,10,,760027637,7001689124,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,0,paid,,,oltpv,1
ACCRA EAST,Makola ,04-05-1999,200,P161215519,701684251,7001689125,afrifanom,KAMSTRUP,PREPAID,MOBILE APP,OLTPV,1,1,success,,200169823,oltpv,1
ASHANTI WEST,Abuakwa ,04-05-1999,100,211331784,724198718,7001689126,AfrifanomPosAgent,POSTPAID,NON-SLT,POS,OLTPV,1,1,completed,,,oltpv,1
ASHANTI WEST,Suame ,04-05-1999,100,181106623,741066626,7001689127,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
ASHANTI WEST,Abuakwa ,04-05-1999,400,973015300,745306677,7001689128,AfrifanomPosAgent,POSTPAID,NON-SLT,POS,OLTPV,1,1,completed,,,oltpv,1
EASTERN,Koforidua ,04-05-1999,25,P161179199,746103171,7001689129,afrifanom,MBH POWER,PREPAID,MOBILE APP,OLTPV,1,1,success,,204739271,oltpv,1
EASTERN,Akim-Tafo ,04-05-1999,60,961296018,721312456,7001689130,AfrifanomPosAgent,POSTPAID,NON-SLT,POS,OLTPV,1,1,completed,,,oltpv,1
ACCRA EAST,Dodowa ,04-05-1999,100,24912117017,701950620,7001689131,afrifanom,MMS-WASION,PREPAID,MOBILE APP,OLTPV,1,1,success,,200196533,oltpv,1
ASHANTI WEST,Abuakwa ,04-05-1999,208,241193031,744537784,7001689132,AfrifanomPosAgent,POSTPAID,NON-SLT,POS,OLTPV,1,1,completed,,,oltpv,1
ASHANTI SOUTH,Obuasi ,04-05-1999,1000,131719370,749538908,7001689133,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
EASTERN,Akim-Tafo ,04-05-1999,100,231520633,720263080,7001689134,AfrifanomPosAgent,POSTPAID,NON-SLT,POS,OLTPV,1,1,completed,,,oltpv,1
ACCRA EAST,Kwabenya ,04-05-1999,600,54130155317,757099921,7001689135,afrifanom,MMS,PREPAID,MOBILE APP,OLTPV,1,1,success,,205818299,oltpv,1
TEMA,North Tema ,04-05-1999,50,24012047734,749359956,7001689136,afrifanom,MMS-WASION,PREPAID,MOBILE APP,OLTPV,1,1,success,,205076990,oltpv,1
EASTERN,New Abirem ,04-05-1999,100,28303149,722703407,7001689137,AfrifanomPosAgent,POSTPAID,NON-SLT,POS,OLTPV,1,1,completed,,,oltpv,1
EASTERN,Mpraeso ,04-05-1999,183,131091935,716571711,23Z7pBwMcHcE,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,USSD,1
ASHANTI WEST,Suame ,03-05-1999,800,131055761,717739741,3EcxQJ5xHd,11d8dcb4fc824b3eb39c4003fdb6e696,POSTPAID,NON-SLT,NON-SLT,Ghana.GOV,1,1,completed,Meter topup 0131055761 (KWAME AGYEMANG),,oltpv,1
ACCRA EAST,Makola ,08-05-1999,3,P201233671,701070585,EeJm5ChGetRB,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200108190,mobile-app,1
ACCRA EAST,Legon ,08-05-1999,50,24911845097,753960056,EEK8ETyrKkKX,mtn,MMS,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205516031,mobile-app,1
ACCRA EAST,Adenta ,03-05-1999,50,P171029887,745615421,3eTJR3rzFBxA,mtn,KAMSTRUP 2,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204688906,mobile-app,1
ACCRA EAST,Adenta ,08-05-1999,300,P8315570,701906422,eEMBgbwSwmwr,mtn,ALPHA POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200192105,mobile-app,1
ACCRA EAST,Mampong ,08-05-1999,2,P171067306,700932282,EeQfWMmR54Za,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200094157,mobile-app,1
TEMA,Afienya ,08-05-1999,5,P171053379,701956587,eEW3rwhA24pd,airteltigo,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200197133,mobile-app,1
ACCRA WEST,Kaneshie ,08-05-1999,200,P20311344,732169366,eezMJQcENKrD,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203390163,mobile-app,1
ACCRA WEST,Kaneshie ,08-05-1999,50,P20311165,733912616,EF5fR89DeMWE,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203395971,mobile-app,1
EASTERN,Koforidua ,08-05-1999,20,P201151961,749526847,efC4K59r4CRQ,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205095067,mobile-app,1
ACCRA WEST,Dansoman ,03-05-1999,5,P201121558,734836296,3Ffrsx253jKM,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203304371,mobile-app,1
VOLTA,Denu ,08-05-1999,92,191165516,758903629,EFfQzgtsC2Tq,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,0,paid,,,mobile-app,1
ACCRA WEST,Achimota ,03-05-1999,100,24012012431,753624473,3frWb9AARZEa,mtn,MMS-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205489363,USSD,1
TEMA,Afienya ,08-05-1999,19,P161177633,740093791,eFkTGM8WkpHg,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204095388,mobile-app,1
WESTERN,Sekondi ,08-05-1999,100,P181126792,744005617,efNPbH2ZzKPz,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204519468,mobile-app,1
TEMA,Afienya ,08-05-1999,70,P161174328,738105461,efNz9y2jEZx7,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203882080,mobile-app,1
ACCRA EAST,Legon ,03-05-1999,20,P181133433,742093338,3hAnhreGrX9b,vodafone,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204313467,mobile-app,1
EASTERN,Begoro ,10-07-1999,80,201197465,719030897,eq9hrjppgf,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,staffportal,1
ACCRA WEST,Achimota ,10-07-1999,20,P181161313,731821795,Eq9q2YSbbtyz,mtn,KAMSTRUP 2,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203229506,mobile-app,1
ACCRA EAST,Mampong ,01-04-1999,10,P171067138,701772261,ypNW4BMMhBbr,vodafone,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200178679,mobile-app,1
ACCRA EAST,Dodowa ,22-04-1999,300,24203180807,753802667,aJSxQt5tGsmr,mtn,MMS,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205505258,mobile-app,1
ACCRA WEST,Bortianor ,18-04-1999,20,P191148440,751793786,2Cc5wbzNNN8j,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205317252,mobile-app,1
TEMA,Nungua ,22-04-1999,10000,P19313663,731525123,akbReD7tFaZa,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203197361,mobile-app,1
TEMA,North Tema ,26-04-1999,40,P191120334,738368330,M8rG78DgBWrN,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203911989,mobile-app,1
ACCRA WEST,Bortianor ,22-04-1999,50,P191090789,742166102,aM9WRP7MtTCe,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204321178,mobile-app,1
TEMA,Afienya ,04-05-1999,20,P161168346,737335945,4cQH7eCJp2DN,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203796361,mobile-app,1
TEMA,Prampram ,18-04-1999,100,19063298,710036155,2h9R8WTEtwWY,mtn,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200938389,mobile-app,1
TEMA,Nungua ,22-04-1999,100,24012056321,754271455,aNthhcjtSdca,mtn,MMS-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205542130,mobile-app,1
TEMA,South Tema ,17-04-1999,9,P191084471,712642111,2MxCEjDz76cS,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201281518,mobile-app,1
ACCRA EAST,Teshie ,22-04-1999,40,P181124810,729973839,ApXSDbzadeyN,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203026721,mobile-app,1
ACCRA EAST,Dodowa ,18-04-1999,1,141109525,727479180,386dHr5j9mN9,vodafone,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202772886,mobile-app,1
ACCRA EAST,Roman Ridge ,18-04-1999,30,P15306304,713571176,3MydkkGx595n,mtn,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201375243,mobile-app,1
ACCRA WEST,Achimota ,22-04-1999,100,P191217500,734702312,aWdTXsrzTcMZ,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203249764,mobile-app,1
ACCRA WEST,Bortianor ,22-04-1999,10,P171044586,729242703,aWzGdpW7Cebr,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202934384,mobile-app,1
TEMA,South Tema ,18-04-1999,11,P191092503,711390517,4E3adXBAAceB,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201161017,mobile-app,1
TEMA,Afienya ,18-04-1999,40,P161168373,737405051,4EpgAMeHYXgb,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203804305,mobile-app,1
ACCRA WEST,Ablekuma ,22-04-1999,50,P171041624,747322309,AX3YQEhcZKjS,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204858902,mobile-app,1
ACCRA EAST,Roman Ridge ,04-05-1999,50,24912062734,757453331,4dQFWqQ8eYQW,mtn,MMS-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205855915,USSD,1
TEMA,South Tema ,17-02-1999,27,P191075113,713112861,26FGjychdf,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,0,unknown,,201335045,mobile-app,1
WESTERN,Sekondi ,12-07-1999,100,151247851,754130630,GEdDPKw89hQM,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,mobile-app,1
ACCRA WEST,Achimota ,22-04-1999,150,P181159887,735487766,hSwf2gYeCYBF,mtn,Aimir,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203551623,mobile-app,1
TEMA,Nungua ,22-04-1999,49,P191147142,727208046,hsXpXfHNE4db,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202745382,mobile-app,1
ACCRA EAST,Legon ,22-04-1999,50,19071670,702467663,HTQxNreGHnjB,mtn,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200252872,mobile-app,1
TEMA,Afienya ,22-04-1999,10,P161189036,744602619,hwB2Krf7TbHC,vodafone,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204582803,mobile-app,1
TEMA,Afienya ,22-04-1999,100,P16335975,712185941,hwBmDxx6Srhj,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201239263,mobile-app,1
ACCRA EAST,Mampong ,22-04-1999,30,P181119289,735671017,HwSFnkNqg97X,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203615017,mobile-app,1
TEMA,South Tema ,22-04-1999,50,P191149680,730840709,HwZdyEbRAjRm,vodafone,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203122592,mobile-app,1
TEMA,Afienya ,08-05-1999,100,P171055775,712671462,NddggzM5WM7s,vodafone,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201291890,mobile-app,1
EASTERN,Koforidua ,22-04-1999,25,P201159093,750727901,hXssAMCQrGJ6,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205222797,mobile-app,1
TEMA,Afienya ,22-04-1999,15,P161159336,738587785,hxZ2PtG98XHc,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203935160,mobile-app,1
ACCRA WEST,Bortianor ,22-04-1999,25,P191152536,729401994,HYHXj65pcXMY,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202981145,mobile-app,1
TEMA,South Tema ,22-04-1999,2,P191172711,730805286,HzaAp9ASnrtc,vodafone,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203118878,mobile-app,1
TEMA,Nungua ,22-04-1999,5,P191171140,727265200,HzDQTYjQhfm4,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202751592,mobile-app,1
ACCRA WEST,Dansoman ,22-04-1999,25,P201125055,731939581,hZkXEkRZRM2k,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203284668,mobile-app,1
TEMA,Afienya ,22-04-1999,50,P171054597,737373119,HznNKg8YGq37,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203801731,mobile-app,1
TEMA,Ashaiman ,08-05-1999,200,P171046111,712671038,NdetS5p54DZP,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201291141,mobile-app,1
ASHANTI EAST,Konongo ,12-07-1999,82,2741579,723269196,gFE9kwXff8JS,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,mobile-app,1
ACCRA WEST,Amasaman ,12-07-1999,11,24912074333,754584093,GfFQRZGW5WEJ,mtn,MMS-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205571297,mobile-app,1
WESTERN,Agona ,06-04-1999,100,24911888105,755406928,38YZKsZ9BnyK,mtn,MMS-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205639313,mobile-app,1
TEMA,South Tema ,15-04-1999,19,P191096396,712528757,DGz8CNGFGB6P,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201279684,mobile-app,1
ACCRA WEST,Kaneshie ,08-05-1999,200,24183388677,735023846,eFQTc4yYkhQH,mtn,HUAWEI-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203389889,mobile-app,1
ACCRA EAST,Legon ,08-05-1999,70,54130188359,702279561,EfqWBxmKRmdC,mtn,MMS-CLOU,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200229446,mobile-app,1
ACCRA WEST,Amasaman ,22-04-1999,200,P161191391,727674676,aXq6XMfwTX3c,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202794095,USSD,1
TEMA,South Tema ,06-04-1999,100,P191096897,712590416,36YZ3wBc4WGx,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201283102,mobile-app,1
ASHANTI SOUTH,Bekwai ,09-05-1999,100,101036720,717548780,qy2fbnrfn5,ECG,POSTPAID,NON-SLT,POS,POS Balance,1,1,completed,,,offlineCashier,1
WESTERN,Enchi ,09-05-1999,200,201302077,707390056,qy6q2bg6a7,ECG,POSTPAID,NON-SLT,POS,POS Balance,1,1,completed,,,offlineCashier,1
CENTRAL,B. Asikuma ,09-05-1999,100,171127030,705635232,qy6wsecdak,ECG,POSTPAID,NON-SLT,POS,POS Balance,1,1,completed,,,offlineCashier,1
ACCRA EAST,Adenta ,06-04-1999,20,P161124945,702515403,3BkajZ5BFYhc,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200272255,mobile-app,1
EASTERN,Asesewa ,06-04-1999,20,201067244,716068721,3BM5k56hrmkw,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,mobile-app,1
ASHANTI WEST,Offinso ,09-05-1999,305,191102873,740918260,qy7ckyb34g,ECG,POSTPAID,NON-SLT,POS,POS Balance,1,1,completed,,,offlineCashier,1
EASTERN,Kibi ,09-05-1999,530,151004995,719214476,qy7n2mh6kr,ECG,POSTPAID,NON-SLT,POS,POS Balance,1,1,completed,,,offlineCashier,1
ACCRA EAST,Makola ,06-04-1999,2000,P20312732,750245490,3BQNRdfakB7q,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205172682,mobile-app,1
TEMA,Nungua ,06-04-1999,15,P191112063,727276983,3B8scWYcbrWY,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202751364,mobile-app,1
ACCRA EAST,Legon ,06-04-1999,50,19068784,702478519,3ce8DJ7Hs6hj,mtn,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200261676,mobile-app,1
ACCRA EAST,Dodowa ,06-04-1999,100,P141107393,714884994,3DXAGQEA9PTH,mtn,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201510375,mobile-app,1
TEMA,Krobo ,09-05-1999,375,181064160,745312456,qy8edkfyre,ECG,POSTPAID,NON-SLT,POS,POS Balance,1,1,completed,,,offlineCashier,1
ACCRA EAST,Mampong ,06-04-1999,100,P6329213,701452423,3e25SzeDZWBA,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200146533,mobile-app,1
CENTRAL,Ajumako ,09-05-1999,5,96176807,707665929,qyby5hbwq9,ECG,POSTPAID,NON-SLT,POS,POS Balance,1,1,completed,,,offlineCashier,1
TEMA,South Tema ,04-05-1999,40,54112216632,712487912,4ewkmCgdrfHw,mtn,MMS,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201270317,mobile-app,1
ACCRA EAST,Adenta ,04-05-1999,50,P161121270,701834318,4jmwwkSAafnj,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200184891,mobile-app,1
ACCRA EAST,Adenta ,04-05-1999,3,141103185,702476571,4jnHNdygkmMy,vodafone,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200263178,mobile-app,1
TEMA,Prampram ,04-05-1999,20,P17312767,747392052,4pAXaedMprBg,mtn,KAMSTRUP 2,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204866392,mobile-app,1
ACCRA WEST,Achimota ,04-05-1999,10,P201137320,749332534,4w7n4hmmawJs,mtn,KAIFA,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205073964,USSD,1
ACCRA EAST,Adenta ,04-05-1999,10,P20320865,741338977,4WEreggjMkjp,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204231589,mobile-app,1
ACCRA EAST,Dodowa ,04-05-1999,10,P191180990,746347199,4Zhg3y6capdW,mtn,ALPHA POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204763943,mobile-app,1
ACCRA WEST,Nsawam ,04-05-1999,20,P171047836,745228811,598rF6FC9naQ,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204649224,mobile-app,1
TEMA,Prampram ,04-05-1999,300,P17310503,745084206,59BhxwXJGRp2,mtn,Aimir,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204634068,mobile-app,1
ACCRA WEST,Ablekuma ,19-02-1999,10,P191160553,728787249,3pyy9QzgB4,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,0,unknown,,203003171,mobile-app,1
ACCRA EAST,Teshie ,04-05-1999,500,P181136103,729923087,5bjfxhzBfSNn,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203010573,mobile-app,1
ACCRA EAST,Adenta ,04-05-1999,100,P161124090,741920969,5cgpW3gzaZZE,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204294805,mobile-app,1
ACCRA WEST,Amasaman ,04-05-1999,200,P171056339,742609702,5cPb5YC2FN2s,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204369530,mobile-app,1
ACCRA EAST,Makola ,04-05-1999,500,P151080859,702257206,5DytRz6YefNC,mtn,Aimir,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200227210,mobile-app,1
